chr	str	end	type	specificity	length	nCG	areaStat	Human_ND	Human_OD	Chimp_ND	Chimp_OD	Macaq_ND	Macaq_OD	Bonferroni_celltype_chimp	Bonferroni_celltype_human	Bonferroni_celltype_macaq
chr10	71085552	71086565	OD_hyper	OD_hyper	1014	14	310.247486924937	0.3845	0.9128	0.3148	0.8934	0.6442	0.9159	4.20174183792854e-119	1.30995875999675e-105	4.40155187866333e-103
chr10	127475321	127476623	OD_hyper	OD_hyper	1303	19	310.229350555836	0.5062	0.9127	0.4344	0.9244	0.7675	0.9359	4.86537623600585e-26	5.17653470061227e-63	6.62214013325615e-31
chr6	155427572	155428568	OD_hyper	OD_hyper	997	12	310.138062059211	0.2812	0.8888	0.2901	0.9045	0.2107	0.9134	1.29495466435307e-154	1.13608597483713e-170	0
chr18	70531149	70533795	OD_hyper	OD_hyper	2647	21	310.002466012946	0.3587	0.6779	0.4071	0.6384	0.3893	0.7683	1.03611030012925e-14	7.76794715224822e-152	5.5899004502584e-170
chr7	33926345	33928382	OD_hyper	OD_hyper	2038	17	309.940162132574	0.5032	0.9585	0.5955	0.9482	0.6681	0.9473	1.26886726076208e-28	5.07869583022794e-153	6.37020666793387e-96
chr13	73437656	73439847	OD_hyper	OD_hyper	2192	17	309.799379947559	0.4737	0.8809	0.4581	0.8525	0.4947	0.905	8.74396317187095e-102	1.24106270603549e-176	0
chr1	112436757	112438970	OD_hyper	OD_hyper	2214	17	309.759332054846	0.3684	0.8598	0.3893	0.8063	0.5071	0.8301	4.91291248364041e-32	1.35790833922608e-136	7.80495537126181e-67
chr12	14045657	14050504	OD_hyper	OD_hyper	4848	18	309.733572693605	0.5951	0.8978	0.5418	0.922	0.6661	0.908	8.54720202290243e-238	1.3833069504818e-174	6.00458470447939e-122
chr11	19755080	19761565	OD_hyper	OD_hyper	6486	23	309.657009131843	0.5153	0.8159	0.4552	0.8735	0.5929	0.9311	1.93705801527914e-154	9.17974303716874e-155	0
chr18	3711062	3714141	OD_hyper	OD_hyper	3080	19	309.617077744358	0.4855	0.8308	0.4873	0.8226	0.5002	0.8455	1.56102068514934e-66	1.4091552601261e-119	5.68698890129718e-82
chr8	22271742	22273169	OD_hyper	OD_hyper	1428	12	309.543375205012	0.3646	0.9477	0.3765	0.9444	0.3484	0.943	1.54222513399422e-84	3.50445403034875e-205	0
chr4	186132241	186134538	OD_hyper	OD_hyper	2298	19	309.264088562272	0.4318	0.8212	0.4718	0.8022	0.4618	0.8019	1.14436656458624e-35	1.57129820006101e-39	3.46440827965178e-103
chr9	130453147	130453506	OD_hyper	OD_hyper	360	14	309.245300969077	0.3509	0.9287	0.4091	0.9257	0.5944	0.9364	2.19853742984536e-22	1.21407419115041e-192	1.52468030533767e-45
chr3	152881316	152886985	OD_hyper	OD_hyper	5670	22	309.153657239681	0.4336	0.7078	0.3557	0.6515	0.5962	0.7727	4.7882054407474e-42	1.57623848695129e-79	2.65994698031845e-49
chr1	92496496	92499242	OD_hyper	OD_hyper	2747	13	308.989169165956	0.3134	0.8502	0.4077	0.893	0.503	0.8733	3.38509344921301e-88	0	0
chr13	34730111	34733459	OD_hyper	OD_hyper	3349	22	308.757938317003	0.4	0.8293	0.5302	0.8441	0.5396	0.9098	8.89666041805352e-14	5.88123071521575e-121	2.42114590443116e-163
chr12	12483095	12486867	OD_hyper	OD_hyper	3773	23	308.72445660746	0.4943	0.8468	0.6184	0.876	0.4588	0.8016	8.12173947639874e-15	4.25949836747296e-74	9.42317494157786e-51
chr3	56821350	56826048	OD_hyper	OD_hyper	4699	24	308.698826972526	0.5504	0.8859	0.6052	0.8189	0.7578	0.919	2.33125075286762e-22	1.01651173855911e-109	4.4737790213071e-76
chr2	163154846	163155921	OD_hyper	OD_hyper	1076	16	308.6608875782	0.3687	0.8899	0.3986	0.889	0.3446	0.7781	1.01955722968467e-24	2.82018301334984e-51	7.15253238700852e-44
chr16	81524965	81526022	OD_hyper	OD_hyper	1058	20	308.382613711233	0.3592	0.7318	0.4792	0.7846	0.5914	0.8547	4.36165193804799e-66	3.43225971497202e-179	6.583705994009e-58
chr11	34485492	34487779	OD_hyper	OD_hyper	2288	18	308.158069589077	0.5593	0.9278	0.5953	0.9214	0.5157	0.8932	6.92420459448089e-22	1.47183693369e-143	3.55108343052406e-94
chr1	150118304	150119937	OD_hyper	OD_hyper	1634	18	308.119230965433	0.5	0.941	0.5086	0.9329	0.4576	0.909	3.61428791007466e-55	2.06649374514241e-180	1.92976087232638e-128
chr8	136097754	136101102	OD_hyper	OD_hyper	3349	20	308.044839756106	0.6013	0.9172	0.6091	0.9205	0.7374	0.901	5.8875008784258e-20	2.14495278308077e-103	1.03581648327749e-60
chr11	125249366	125253048	OD_hyper	OD_hyper	3683	21	308.003120463528	0.4486	0.8485	0.5817	0.878	0.5665	0.8413	1.79929467904298e-45	5.91072799010604e-113	1.52645219918532e-84
chr5	107249098	107253710	OD_hyper	OD_hyper	4613	15	307.986820691465	0.4935	0.882	0.4652	0.8689	0.608	0.8638	5.65894580727611e-41	5.39666617218356e-162	2.14395385587168e-106
chr17	49007634	49008184	OD_hyper	OD_hyper	551	17	307.880835480079	0.2627	0.7923	0.3238	0.8149	0.2823	0.9129	4.38352631178325e-25	2.07000621834833e-56	3.62940133662455e-242
chr2	45880034	45884410	OD_hyper	OD_hyper	4377	20	307.868581881634	0.4986	0.7971	0.5057	0.7552	0.4068	0.8205	1.97636503082439e-103	3.86845332866809e-154	0
chr3	68283233	68285186	OD_hyper	OD_hyper	1954	15	307.80609558105	0.3956	0.9175	0.4564	0.8989	0.4691	0.8974	9.69159564217851e-19	0	2.20112360269931e-136
chr13	98961854	98963990	OD_hyper	OD_hyper	2137	21	307.731966321346	0.4672	0.8743	0.4712	0.8245	0.7368	0.9351	3.68462084601859e-72	3.30933184577273e-69	2.51908973579028e-127
chr2	2052990	2055235	OD_hyper	OD_hyper	2246	17	307.72547604781	0.4697	0.8705	0.4246	0.8724	0.4035	0.6143	8.39021721822712e-157	4.4736510021665e-165	3.40275480915823e-34
chr18	77500498	77502569	OD_hyper	OD_hyper	2072	18	307.650152759346	0.7095	0.9539	0.5639	0.9423	0.5168	0.8805	1.57980929364159e-39	3.29190013044718e-233	1.31195855198881e-43
chr1	92500801	92503846	OD_hyper	OD_hyper	3046	17	307.523678386975	0.5535	0.9302	0.4917	0.9101	0.5434	0.8049	2.09806283846403e-54	1.36051094862881e-209	9.55811906493371e-138
chr6	53963640	53970451	OD_hyper	OD_hyper	6812	25	307.501196073144	0.5957	0.8615	0.6493	0.8542	0.6562	0.8353	9.68953553448759e-12	9.36584897140513e-107	2.21136889025538e-58
chr18	57332340	57333473	OD_hyper	OD_hyper	1134	17	307.434754120112	0.4209	0.904	0.4532	0.8563	0.5921	0.8514	2.84972805245906e-26	7.06725432477755e-128	2.2642605205154e-24
chr3	10610329	10612183	OD_hyper	OD_hyper	1855	18	307.203586856597	0.4885	0.8499	0.3593	0.8203	0.4483	0.8558	3.810449175944e-58	4.26860752713095e-156	3.19958483543141e-165
chr4	1992745	1995507	OD_hyper	OD_hyper	2763	28	307.124607982177	0.5014	0.8295	0.514	0.8448	0.3928	0.7099	5.95697173236103e-16	1.72697709951905e-71	4.38608817064212e-47
chr11	13402490	13406367	OD_hyper	OD_hyper	3878	20	307.022842684132	0.6252	0.9198	0.6586	0.9198	0.623	0.8672	4.31304845328e-64	3.89784434110803e-165	2.11450994456565e-123
chr16	6486746	6487229	OD_hyper	OD_hyper	484	9	307.012482754559	0.1823	0.935	0.2072	0.9346	0.1707	0.8898	6.17305480772518e-118	0	1.70498860312166e-121
chr3	141161094	141161775	OD_hyper	OD_hyper	682	15	306.995219341668	0.3978	0.8273	0.2944	0.7968	0.3705	0.9479	6.38855025988912e-99	4.39988888537927e-143	0
chr8	99308859	99309933	OD_hyper	OD_hyper	1075	18	306.940906285817	0.4497	0.9119	0.5	0.9218	0.7395	0.9152	2.22887690132709e-14	5.90931559356213e-177	4.61609058533221e-63
chr2	1990608	1994930	OD_hyper	OD_hyper	4323	24	306.798661544222	0.4397	0.7906	0.6234	0.8289	0.7463	0.9382	1.90249307311977e-31	1.0808133973832e-80	3.87625859173159e-51
chr3	45263923	45266089	OD_hyper	OD_hyper	2167	20	306.72651085061	0.4573	0.8002	0.4621	0.8345	0.3328	0.8755	4.9941803918972e-25	1.17152259245011e-94	2.38863027707653e-229
chr2	48033138	48037238	OD_hyper	OD_hyper	4101	20	306.685342791717	0.4445	0.7463	0.4798	0.7443	0.4747	0.8244	5.87156534708617e-53	5.51787027854469e-73	8.59222632677048e-267
chr11	70366949	70368444	OD_hyper	OD_hyper	1496	15	306.640944717822	0.2172	0.8274	0.308	0.7845	0.206	0.8748	5.77718405961755e-79	1.8542450596491e-219	5.29283090411543e-206
chr2	62070296	62071522	OD_hyper	OD_hyper	1227	14	306.619545993819	0.4827	0.9586	0.4958	0.914	0.7191	0.9542	4.33204520529749e-79	0	4.19546414036046e-108
chr10	119687583	119688756	OD_hyper	OD_hyper	1174	13	306.608754499131	0.2959	0.8446	0.3809	0.8557	0.4221	0.8137	5.63918381007062e-36	1.19499316570112e-156	2.67865513605829e-75
chr6	131249940	131251862	OD_hyper	OD_hyper	1923	15	306.514012078382	0.3401	0.8519	0.5202	0.8833	0.694	0.8894	1.73184657800871e-43	2.32634528674095e-238	1.58274227891817e-49
chr10	30381694	30384178	OD_hyper	OD_hyper	2485	20	306.505685597798	0.5104	0.9082	0.6309	0.9178	0.6447	0.9386	4.7390544054519e-27	7.57578291758463e-76	2.71334361521486e-285
chr18	8718347	8721271	OD_hyper	OD_hyper	2925	30	306.362352413724	0.6919	0.8676	0.6288	0.911	0.7182	0.8915	2.84366810753244e-65	4.11661555035549e-20	5.75366240697109e-22
chr2	45960134	45966313	OD_hyper	OD_hyper	6180	24	306.338881065443	0.614	0.9347	0.753	0.9473	0.5887	0.9296	1.985835517966e-19	2.53009328400555e-235	1.14412983717663e-140
chr17	37072188	37078020	OD_hyper	OD_hyper	5833	25	306.254869324099	0.6035	0.8686	0.6321	0.9192	0.6476	0.807	1.76324438833617e-18	4.10524160199468e-72	3.39360526481859e-11
chr2	144140159	144142738	OD_hyper	OD_hyper	2580	21	306.176552478106	0.6468	0.9418	0.6383	0.9314	0.5599	0.9455	6.4149848195686e-30	2.03700275674404e-115	8.76870426236174e-243
chr1	36025489	36033357	OD_hyper	OD_hyper	7869	15	306.108250942092	0.3551	0.6526	0.473	0.87	0.4267	0.6416	7.77058941448642e-28	9.82501182635619e-64	2.00214537806449e-38
chr2	59459685	59462140	OD_hyper	OD_hyper	2456	15	306.084634537141	0.5251	0.9146	0.5686	0.9196	0.5726	0.8356	2.09182711548508e-42	6.05380187192657e-128	1.23993010860209e-54
chr8	135698742	135700417	OD_hyper	OD_hyper	1676	19	306.055309288005	0.4976	0.9164	0.6467	0.9353	0.707	0.9169	4.57588715410531e-54	1.36403980397428e-159	6.28901689011449e-40
chr3	93743426	93748627	OD_hyper	OD_hyper	5202	15	305.957842317886	0.7231	0.9354	0.6092	0.9065	0.6776	0.8938	2.01816849642346e-62	6.52616973530339e-181	5.02305061518145e-39
chr8	74855923	74858134	OD_hyper	OD_hyper	2212	17	305.804194619258	0.5048	0.9379	0.498	0.9352	0.5519	0.9416	8.4244445844746e-38	3.04341382505274e-93	4.95629377704043e-167
chr12	2456397	2458196	OD_hyper	OD_hyper	1800	14	305.740021899878	0.4447	0.9063	0.4121	0.9461	0.4314	0.9332	2.93837241198051e-55	9.03460990957367e-245	2.57003632234648e-111
chr8	20150572	20154674	OD_hyper	OD_hyper	4103	21	305.647389919481	0.5958	0.8813	0.596	0.887	0.5953	0.7633	2.20416811601779e-10	1.88282797553519e-90	4.0111305217726e-26
chr8	56503822	56505249	OD_hyper	OD_hyper	1428	13	305.606794883514	0.3298	0.8869	0.3104	0.8318	0.4135	0.7822	1.5776488272705e-147	2.46829271518056e-252	3.65849838619246e-85
chr1	233764908	233767199	OD_hyper	OD_hyper	2292	16	305.399713042918	0.3932	0.9333	0.4806	0.9414	0.3957	0.8881	8.33995584277383e-14	2.83898190408235e-98	1.09019688538306e-101
chr9	87581710	87588880	OD_hyper	OD_hyper	7171	20	305.329962273275	0.4084	0.9039	0.5093	0.8589	0.4105	0.8206	1.25339946537618e-24	2.58527705647788e-241	1.07271831003765e-201
chr6	101851281	101852173	OD_hyper	OD_hyper	893	18	305.322037173142	0.2555	0.6562	0.3708	0.7466	0.4739	0.8578	8.73605740432046e-84	9.81756084386848e-80	1.07368653409372e-56
chr13	43872002	43875375	OD_hyper	OD_hyper	3374	20	305.262111195354	0.6023	0.9409	0.6616	0.9401	0.5507	0.9074	9.88008837610916e-32	2.22279231981023e-217	2.2857985600444e-138
chr8	73848875	73850023	OD_hyper	OD_hyper	1149	17	305.214897119121	0.4699	0.9025	0.4501	0.8792	0.4842	0.7014	3.55250364582749e-16	2.11699955710515e-76	8.88157680369358e-24
chr12	75532469	75533986	OD_hyper	OD_hyper	1518	18	305.065922574474	0.6072	0.911	0.5792	0.9122	0.486	0.888	3.18503085904518e-77	2.99723030090664e-190	0
chr9	101351493	101354059	OD_hyper	OD_hyper	2567	19	305.052878464514	0.5404	0.9321	0.5525	0.936	0.3636	0.8769	4.82076674048452e-33	4.4252462153535e-242	4.39814267009326e-236
chr13	29531499	29533977	OD_hyper	OD_hyper	2479	14	305.039533685916	0.5301	0.8834	0.4088	0.8931	0.5243	0.8036	3.71200470930532e-174	9.14241953344884e-204	4.28566566477895e-92
chr19	38691950	38695076	OD_hyper	OD_hyper	3127	24	305.011444716212	0.68	0.9088	0.6252	0.904	0.6124	0.8465	3.35891890585913e-19	1.02620504971085e-46	2.50740001892389e-61
chr11	121499969	121502912	OD_hyper	OD_hyper	2944	20	304.973575598126	0.5287	0.8775	0.562	0.8592	0.6269	0.8014	2.88414300389867e-23	5.39313133947071e-93	1.93128586864216e-37
chr2	16838503	16842165	OD_hyper	OD_hyper	3663	20	304.968566745558	0.3856	0.7626	0.4131	0.7877	0.3849	0.7655	4.98734117495487e-54	2.38011539835871e-81	2.87352197223129e-124
chr20	5826531	5827670	OD_hyper	OD_hyper	1140	18	304.687304228272	0.2913	0.6171	0.3039	0.6324	0.2843	0.7082	1.61073757634465e-76	1.03327188305704e-88	1.97209643353506e-145
chr18	53516353	53518500	OD_hyper	OD_hyper	2148	16	304.631652347971	0.5772	0.9057	0.5704	0.8811	0.7583	0.921	1.43923988363922e-67	1.41791031986241e-193	3.98988699054185e-51
chr8	96126599	96128344	OD_hyper	OD_hyper	1746	22	304.602443268964	0.6068	0.9208	0.6286	0.9256	0.7429	0.9342	7.59663951428653e-21	6.34759595671508e-32	5.94624739473039e-77
chr1	234870461	234872952	OD_hyper	OD_hyper	2492	18	304.577490254986	0.4333	0.9145	0.5348	0.8606	0.4548	0.8231	1.96112086573313e-27	1.23316451670369e-251	6.20834820949608e-71
chr2	228971866	228979251	OD_hyper	OD_hyper	7386	19	304.274902557564	0.6049	0.9015	0.6478	0.8648	0.6552	0.8316	1.14938327749776e-25	7.92951252792073e-102	1.57991742331899e-69
chr3	12641300	12643478	OD_hyper	OD_hyper	2179	18	304.164273207583	0.4775	0.8901	0.4761	0.8808	0.5747	0.829	1.61772883611414e-20	2.06121323752592e-93	1.73426612213039e-39
chr17	29716898	29721727	OD_hyper	OD_hyper	4830	20	303.975052892153	0.2098	0.3737	0.4877	0.8397	0.3202	0.4853	6.54621482897424e-59	2.50520553126844e-30	9.08928553146435e-37
chr4	17283914	17285503	OD_hyper	OD_hyper	1590	17	303.914325822057	0.4573	0.9335	0.4936	0.8919	0.4731	0.8985	1.54632966194772e-11	8.31194908714627e-181	1.03716142020293e-129
chr6	157116344	157118568	OD_hyper	OD_hyper	2225	26	303.840870925128	0.3756	0.657	0.3426	0.5994	0.5211	0.8869	6.08351335943395e-28	2.03370441619359e-98	5.40287219123052e-114
chr6	36264272	36266538	OD_hyper	OD_hyper	2267	17	303.710493454728	0.3796	0.8768	0.4354	0.834	0.4937	0.7279	1.1737891483452e-23	2.31585890197293e-103	1.33350879692165e-14
chr18	48252659	48254213	OD_hyper	OD_hyper	1555	13	303.487013893244	0.3259	0.8705	0.3259	0.8719	0.3341	0.7515	1.29642160590618e-72	1.22013421851605e-130	2.94009039001756e-137
chr3	63874250	63875265	OD_hyper	OD_hyper	1016	13	303.436087759977	0.4959	0.9315	0.5039	0.9427	0.7432	0.9654	8.62860219938818e-172	1.51989624245064e-115	4.22761059842102e-89
chr22	34465786	34470098	OD_hyper	OD_hyper	4313	25	303.434771622429	0.5442	0.875	0.547	0.8718	0.5432	0.7873	7.85264269903444e-13	3.31580909960319e-63	5.11302315394072e-80
chr8	133288375	133290835	OD_hyper	OD_hyper	2461	17	303.408359061488	0.4238	0.8882	0.4441	0.8601	0.2984	0.8324	5.19301398866859e-36	3.58791100383278e-106	2.88791987358867e-264
chr2	23840144	23841276	OD_hyper	OD_hyper	1133	20	303.270287793861	0.3028	0.5419	0.4004	0.6239	0.3058	0.636	8.44887788399015e-09	1.51709552887002e-19	1.92727269465515e-29
chr2	80524191	80529349	OD_hyper	OD_hyper	5159	30	303.201562201153	0.3163	0.5875	0.3701	0.5499	0.3136	0.599	1.76636724942561e-37	5.1420004742216e-47	1.43127519015149e-117
chr1	177920253	177923984	OD_hyper	OD_hyper	3732	21	303.197153070131	0.5982	0.9467	0.6219	0.9395	0.6593	0.9086	5.24179429315579e-33	6.73848120334341e-121	7.1618907112837e-70
chr15	25936053	25937582	OD_hyper	OD_hyper	1530	17	303.113380130138	0.3513	0.842	0.356	0.7083	0.258	0.7133	1.17582665825512e-28	9.74790071190919e-168	1.16400874266615e-212
chr5	166418371	166420954	OD_hyper	OD_hyper	2584	16	302.967048696587	0.4178	0.8677	0.4498	0.8746	0.5261	0.8288	1.98113034712561e-37	4.62722579772058e-167	1.63811490919921e-81
chr2	28123826	28127097	OD_hyper	OD_hyper	3272	21	302.897947884896	0.6257	0.947	0.6232	0.9531	0.5434	0.9264	2.36976420702453e-41	3.73219947309195e-95	1.94032263451126e-237
chr5	88567012	88570603	OD_hyper	OD_hyper	3592	18	302.894380382394	0.5316	0.8776	0.4662	0.82	0.5661	0.8938	1.68017969398157e-62	2.66965588881165e-165	3.23664905158013e-120
chr1	184542071	184542792	OD_hyper	OD_hyper	722	16	302.89422295421	0.5465	0.9212	0.6456	0.9239	0.6485	0.8469	1.51279663312933e-98	1.44221068216931e-88	5.16301355950326e-19
chr3	24186642	24188407	OD_hyper	OD_hyper	1766	12	302.768721596633	0.287	0.9062	0.3748	0.926	0.2721	0.8327	1.13944245383005e-81	3.84657243955876e-270	5.59706139103843e-297
chr19	47540375	47541096	OD_hyper	OD_hyper	722	15	302.607582288033	0.3507	0.8983	0.4165	0.8885	0.3471	0.8774	8.10591114951349e-45	2.49565491837078e-178	4.19354411773415e-100
chr9	114660062	114661490	OD_hyper	OD_hyper	1429	16	302.465855226546	0.1437	0.5611	0.1937	0.5572	0.1914	0.5786	1.43610266430752e-53	3.90115542026186e-168	1.80140981411659e-129
chr18	55021733	55024403	OD_hyper	OD_hyper	2671	15	302.414099701615	0.495	0.882	0.4796	0.8468	0.5339	0.8116	4.81244261544363e-156	2.06445242002173e-228	5.81011833081762e-96
chr9	137693114	137693341	OD_hyper	OD_hyper	228	11	302.337034098748	0.1203	0.8809	0.1621	0.8791	0.1071	0.9195	9.70193387364177e-70	1.21100513607673e-177	8.29583226532029e-89
chr5	129242999	129246814	OD_hyper	OD_hyper	3816	13	302.304184573692	0.4179	0.9282	0.4342	0.9223	0.4548	0.9565	1.71288256918352e-58	1.21885464083161e-243	4.43732509266034e-176
chr12	40619727	40624884	OD_hyper	OD_hyper	5158	20	302.128887027531	0.4399	0.8107	0.4857	0.8371	0.5393	0.7599	1.11450260316652e-20	3.973855577047e-87	9.73185338969977e-56
chr2	73229475	73233117	OD_hyper	OD_hyper	3643	22	302.102409423615	0.5164	0.8254	0.5294	0.8315	0.5439	0.84	3.89799163019059e-10	7.46416385802338e-22	3.01275893898846e-50
chr4	16734274	16736400	OD_hyper	OD_hyper	2127	16	302.089442182597	0.3428	0.8184	0.4228	0.8409	0.6333	0.8546	1.3008140398807e-35	5.91538680805203e-131	4.28132275122966e-46
chr13	99000740	99001902	OD_hyper	OD_hyper	1163	21	302.07298949299	0.5059	0.8304	0.5696	0.8536	0.498	0.8371	7.7700576947335e-46	8.83849214832164e-70	4.78185625855988e-99
chr8	133434468	133436353	OD_hyper	OD_hyper	1886	13	301.994432039149	0.4623	0.9289	0.4372	0.9447	0.4027	0.9152	2.37712477856875e-282	1.76380084617048e-215	1.65683059775244e-247
chr9	131327467	131329669	OD_hyper	OD_hyper	2203	22	301.950062468519	0.6248	0.9019	0.6172	0.9266	0.7654	0.9211	8.06925648584874e-37	4.60758902802003e-70	7.03591141881159e-53
chr9	38140087	38144783	OD_hyper	OD_hyper	4697	23	301.859121131388	0.5827	0.9012	0.6543	0.8535	0.7226	0.9145	9.43122448236749e-12	3.01470438922641e-80	1.39941214869539e-134
chr11	120810845	120811760	OD_hyper	OD_hyper	916	14	301.713766298989	0.5283	0.962	0.4487	0.9348	0.5006	0.8331	1.51342242321532e-130	6.81779659287078e-180	2.03879687534014e-76
chr12	120147756	120149565	OD_hyper	OD_hyper	1810	26	301.702536856933	0.5307	0.8061	0.5982	0.8218	0.6831	0.91	8.35306771630848e-14	6.54692155971515e-52	5.69035164783499e-72
chr7	130704631	130707381	OD_hyper	OD_hyper	2751	22	301.690814840022	0.5012	0.8315	0.554	0.8123	0.6406	0.7968	3.86053829742301e-28	1.22940791273832e-77	1.26742442952083e-12
chr13	109751946	109754739	OD_hyper	OD_hyper	2794	23	301.550180644271	0.6103	0.9091	0.6793	0.9189	0.6604	0.8117	1.75144722798992e-14	2.25634127435733e-121	1.38655141482189e-16
chr15	55891410	55892843	OD_hyper	OD_hyper	1434	16	301.505310420836	0.4654	0.9526	0.5811	0.949	0.6561	0.893	2.62630587220302e-34	2.0433489980339e-221	1.49334555457436e-72
chr8	14984488	14988469	OD_hyper	OD_hyper	3982	23	301.497541041203	0.4055	0.7612	0.4362	0.6914	0.3628	0.7455	1.33819257994441e-24	7.62185362934373e-87	1.11574715634431e-117
chr5	90357425	90360169	OD_hyper	OD_hyper	2745	15	301.425490188214	0.4348	0.8128	0.4279	0.8231	0.4018	0.859	2.33529762151913e-112	6.90671488867877e-244	3.47059807666603e-181
chr2	206524184	206526387	OD_hyper	OD_hyper	2204	15	301.340248304461	0.4586	0.8743	0.5043	0.926	0.4593	0.9168	7.5801380502021e-23	4.80920615845964e-134	6.10335547376094e-195
chr2	16788225	16789846	OD_hyper	OD_hyper	1622	20	301.100026202263	0.5424	0.8743	0.5595	0.8615	0.6145	0.8509	4.65452302742912e-113	9.03923169969922e-127	3.1438429245906e-84
chr5	176158228	176162030	OD_hyper	OD_hyper	3803	17	301.015444059079	0.3986	0.8484	0.5173	0.8612	0.5156	0.835	6.39217764602079e-22	7.5137488782979e-92	1.80512663999235e-75
chr12	128149562	128153601	OD_hyper	OD_hyper	4040	17	300.94857479188	0.5627	0.9227	0.598	0.9279	0.5466	0.8655	1.20578320138957e-38	1.77735464999801e-159	9.77585485200964e-96
chr1	110729168	110731411	OD_hyper	OD_hyper	2244	20	300.93948962134	0.4778	0.8272	0.5113	0.8408	0.3976	0.6983	1.58151193030354e-29	7.35913602328515e-85	6.72612299048121e-77
chr10	10887950	10890334	OD_hyper	OD_hyper	2385	18	300.916097915117	0.4824	0.8687	0.4639	0.8489	0.4258	0.8646	5.07052247835089e-54	4.03339494623539e-121	2.22396428251524e-147
chr12	108439943	108444043	OD_hyper	OD_hyper	4101	25	300.902071578593	0.6272	0.832	0.6379	0.8284	0.5713	0.8285	6.37968668102271e-29	7.56849744314804e-64	5.51326345346177e-68
chr17	9961686	9964598	OD_hyper	OD_hyper	2913	18	300.84020349031	0.4857	0.8562	0.5263	0.8596	0.3716	0.7974	4.86028741527045e-53	5.36781807516949e-139	1.17479597925741e-188
chr8	10224572	10226913	OD_hyper	OD_hyper	2342	18	300.825874147527	0.5417	0.8516	0.5291	0.8827	0.4754	0.7189	1.8532008057162e-19	1.31871628891805e-82	3.32917726454211e-23
chr16	15582794	15584200	OD_hyper	OD_hyper	1407	17	300.710382546408	0.4412	0.9349	0.4636	0.8901	0.7725	0.949	1.58610720975244e-25	4.9902764579621e-149	5.78260103931025e-86
chr10	118485180	118487994	OD_hyper	OD_hyper	2815	17	300.086836807407	0.5248	0.9584	0.5594	0.9543	0.6158	0.9538	2.11640899649674e-34	6.26067337615107e-199	5.95160263610831e-135
chr2	217354072	217355975	OD_hyper	OD_hyper	1904	20	299.827005472675	0.5088	0.9513	0.6653	0.9384	0.6579	0.9093	4.29447863394971e-20	2.86013173578686e-208	5.75782181240454e-92
chr19	34157701	34158716	OD_hyper	OD_hyper	1016	19	299.75235898736	0.4411	0.8545	0.4514	0.8456	0.4075	0.6713	2.9304312495517e-16	6.20461657886887e-133	8.1350915562759e-11
